customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST000179,Male,1,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.08,880.85,No
CUST000180,Male,1,No,No,51,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.11,4404.71,No
CUST000181,Male,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.59,861.19,No
CUST000182,Male,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,93.95,1264.26,Yes
CUST000183,Female,0,No,Yes,45,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),79.4,3558.15,Yes
CUST000184,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),52.26,3723.73,No
CUST000185,Male,1,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),105.19,5421.53,Yes
CUST000186,Male,0,No,Yes,7,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,99.77,697.12,Yes
CUST000187,Female,0,No,Yes,37,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),86.84,3203.44,No
CUST000188,Male,0,Yes,No,8,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),90.0,749.64,No
CUST000189,Male,0,No,No,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.26,1589.14,Yes
CUST000190,Female,0,No,No,33,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),86.24,2869.74,No
CUST000191,Male,0,Yes,No,30,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,80.85,2446.12,No
CUST000192,Male,0,Yes,No,51,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,86.46,4340.49,No
CUST000193,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),99.42,7060.89,No
CUST000194,Male,0,Yes,No,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),90.35,3134.18,No
CUST000195,Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),105.5,1908.06,Yes
CUST000196,Female,0,Yes,No,3,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),54.54,177.86,No
CUST000197,Female,0,Yes,No,60,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,70.67,4325.33,No
CUST000198,Female,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,46.12,1069.83,Yes
CUST000199,Male,0,No,No,24,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),70.44,1620.51,No
CUST000200,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.95,761.1,Yes
CUST000201,Male,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.75,1252.63,No
CUST000202,Female,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),107.45,3751.63,No
CUST000203,Male,0,Yes,Yes,20,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,72.48,1520.13,Yes
CUST000204,Male,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,33.87,801.96,Yes
CUST000205,Female,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),97.24,1422.54,Yes
CUST000206,Male,1,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),119.9,1588.28,No
CUST000207,Female,0,No,Yes,13,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.55,917.26,Yes
CUST000208,Female,0,Yes,Yes,22,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.79,1287.3,Yes
CUST000209,Female,0,No,Yes,11,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),84.58,868.69,No
CUST000210,Male,0,No,Yes,0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,100.23,22.92,Yes
CUST000211,Male,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,104.72,1923.63,No
CUST000212,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,76.36,620.37,No
CUST000213,Male,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.05,2718.38,Yes
CUST000214,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,97.0,1425.4,Yes
CUST000215,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,85.65,2943.74,Yes
CUST000216,Male,1,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.72,292.6,No
CUST000217,Female,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,62.56,305.31,Yes
CUST000218,Male,1,No,No,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),103.94,2414.86,Yes
CUST000219,Female,0,No,No,17,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),51.07,921.94,No
CUST000220,Male,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,90.6,599.26,Yes
CUST000221,Male,1,Yes,No,43,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),91.01,3792.18,Yes
CUST000222,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.46,347.1,No
CUST000223,Female,0,Yes,No,13,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),78.86,1043.95,Yes
CUST000224,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.88,1518.18,Yes
CUST000225,Female,0,No,No,36,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.59,2946.2,No
CUST000226,Female,1,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,92.8,841.74,Yes
CUST000227,Male,0,Yes,Yes,19,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),58.91,1155.21,No
CUST000228,Female,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.15,259.17,Yes
CUST000229,Male,0,No,Yes,46,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.18,3821.42,Yes
CUST000230,Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,95.29,4343.43,Yes
CUST000231,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.16,1628.97,No
CUST000232,Female,0,No,No,72,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),56.2,4049.96,No
CUST000233,Female,0,No,Yes,14,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,69.42,1024.95,Yes
CUST000234,Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.25,732.09,No
CUST000235,Female,0,Yes,No,3,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,69.43,245.27,Yes
CUST000236,Female,1,No,No,28,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,71.11,1989.02,No
CUST000237,Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),105.73,3558.79,No
CUST000238,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,89.66,942.98,Yes
CUST000239,Male,0,Yes,No,14,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,71.39,949.87,Yes
CUST000240,Female,0,Yes,Yes,46,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),80.5,3706.71,No
CUST000241,Female,0,No,No,34,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.72,2991.49,No
CUST000242,Male,0,No,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),100.01,7194.58,No
CUST000243,Female,0,No,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,36.26,2479.26,No
CUST000244,Male,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),40.47,190.49,Yes
CUST000245,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,94.59,1536.08,Yes
CUST000246,Female,1,Yes,No,9,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,94.38,852.86,Yes
CUST000247,Male,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),42.67,1884.98,Yes
CUST000248,Male,0,Yes,Yes,30,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,76.56,2370.17,No
CUST000249,Male,1,No,No,10,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,76.19,807.89,No
CUST000250,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.69,364.29,No
CUST000251,Female,0,No,No,57,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),92.41,5237.53,No
CUST000252,Male,1,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),96.03,1630.07,No
CUST000253,Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),87.56,206.92,Yes
CUST000254,Male,0,Yes,No,9,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,78.05,755.02,Yes
CUST000255,Male,0,No,No,72,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),71.4,5185.58,No
CUST000256,Male,0,No,Yes,50,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),91.05,4581.5,No
CUST000257,Male,0,No,No,7,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,75.95,631.67,No
CUST000258,Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,90.18,2518.29,No
CUST000259,Female,1,Yes,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,908.41,Yes
CUST000260,Male,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.41,154.22,Yes
CUST000261,Male,0,Yes,Yes,51,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),92.8,4754.94,Yes
CUST000262,Female,0,No,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.82,799.89,Yes
CUST000263,Male,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.67,421.67,Yes
CUST000264,Male,0,Yes,No,38,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.15,3390.37,Yes
CUST000265,Male,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),64.75,2027.3,No
CUST000266,Female,0,Yes,No,32,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),70.79,2302.71,Yes
CUST000267,Female,0,No,No,27,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,66.19,1803.29,Yes
CUST000268,Female,1,Yes,Yes,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,90.99,908.76,Yes
CUST000269,Male,0,Yes,No,13,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,101.01,1233.82,No
CUST000270,Male,0,Yes,No,20,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.34,1465.81,No
CUST000271,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,87.84,2190.44,Yes
CUST000272,Female,1,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.52,1262.58,No
CUST000273,Female,0,No,No,72,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,73.84,5348.59,No
CUST000274,Female,0,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,106.27,3141.51,No
CUST000275,Male,0,No,No,39,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.92,2988.73,Yes
CUST000276,Female,0,Yes,No,46,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.95,2958.64,No
CUST000277,Male,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),30.39,1300.2,No
CUST000278,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.45,1142.84,No
CUST000279,Male,0,Yes,No,61,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.57,4662.99,No
CUST000280,Female,0,No,Yes,55,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,103.65,5642.63,No
CUST000281,Female,0,Yes,Yes,27,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,56.71,1591.48,No
CUST000282,Female,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,95.06,1143.99,Yes
CUST000283,Female,0,Yes,No,25,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),72.95,1806.36,Yes
CUST000284,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.71,10.05,No
CUST000285,Female,0,No,No,66,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),95.93,6283.72,No
CUST000286,Male,1,No,Yes,14,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.09,1424.81,Yes
CUST000287,Male,0,No,No,19,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),68.72,1239.39,Yes
CUST000288,Male,0,No,Yes,63,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,90.15,5627.85,No
CUST000289,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),105.33,6119.25,No
CUST000290,Female,1,Yes,No,32,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,62.81,2042.93,Yes
CUST000291,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.26,6827.49,No
CUST000292,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.42,717.56,Yes
CUST000293,Male,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.47,1136.84,Yes
CUST000294,Female,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.16,698.27,No
CUST000295,Female,0,Yes,No,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,960.81,Yes
CUST000296,Female,1,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,45.71,2325.11,Yes
CUST000297,Female,1,No,Yes,72,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,97.43,6992.5,Yes
CUST000298,Male,0,Yes,No,24,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,60.15,1400.26,No
CUST000299,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),91.56,6605.91,No
CUST000300,Female,1,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),46.15,423.28,Yes
CUST000301,Male,0,No,No,23,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,61.02,1316.86,Yes
CUST000302,Male,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,90.35,904.6,No
CUST000303,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),35.87,942.52,No
CUST000304,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,91.17,920.57,No
CUST000305,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,101.14,5366.73,No
CUST000306,Male,0,No,No,35,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,57.63,2008.84,No
CUST000307,Female,1,No,No,9,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),93.18,795.29,Yes
CUST000308,Female,1,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,40.14,1777.62,No
CUST000309,Female,0,Yes,No,70,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,76.57,5381.43,No
CUST000310,Female,0,Yes,No,37,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),67.97,2526.72,No
CUST000311,Female,1,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,43.8,272.98,Yes
CUST000312,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),105.06,2230.95,Yes
CUST000313,Female,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,51.67,2183.18,Yes
CUST000314,Male,1,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,42.08,869.54,No
CUST000315,Male,1,Yes,No,9,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,54.68,444.58,Yes
CUST000316,Female,0,No,No,57,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,66.99,3817.82,No
CUST000317,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),96.96,1851.15,No
CUST000318,Male,0,No,Yes,70,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),107.8,7543.83,Yes
CUST000319,Male,0,No,Yes,16,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,63.22,1101.17,No
CUST000320,Female,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,103.8,1771.13,Yes
CUST000321,Female,0,Yes,No,15,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.06,977.03,No
CUST000322,Male,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.65,570.65,No
CUST000323,Female,0,No,No,34,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),74.28,2529.55,Yes
CUST000324,Female,0,No,Yes,10,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,62.32,650.37,No
CUST000325,Female,0,No,No,8,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.01,546.13,Yes
CUST000326,Female,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.87,117.02,Yes
CUST000327,Male,0,Yes,No,3,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),79.09,257.6,No
CUST000328,Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.89,152.53,No
CUST000329,Female,0,No,No,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.56,1774.04,Yes
CUST000330,Female,0,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.11,2410.48,Yes
CUST000331,Male,0,No,No,33,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.01,2065.92,No
CUST000332,Male,0,No,No,27,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),96.87,2600.98,No
CUST000333,Female,0,No,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.57,5726.1,No
CUST000334,Male,0,No,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,94.53,6877.25,No
CUST000335,Female,0,No,No,19,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.61,1699.9,No
CUST000336,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.28,477.64,Yes
CUST000337,Male,1,Yes,No,72,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),80.85,5747.76,No
CUST000338,Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,1065.93,No
CUST000339,Female,0,No,No,53,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,76.49,4096.43,Yes
CUST000340,Female,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.48,1214.44,Yes
CUST000341,Male,0,Yes,No,45,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.45,2946.29,Yes
CUST000342,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,112.56,3014.03,No
CUST000343,Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,90.11,2026.33,Yes
CUST000344,Female,1,No,No,23,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),87.53,2098.59,No
CUST000345,Male,0,No,No,36,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),71.35,2541.72,Yes
CUST000346,Male,0,Yes,No,66,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),82.31,5466.14,No
CUST000347,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),93.16,6762.76,No
CUST000348,Female,1,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.1,535.09,No
CUST000349,Female,0,No,No,28,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),74.52,2116.61,No
CUST000350,Male,0,No,No,23,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.55,2047.64,Yes
CUST000351,Female,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),126.19,4343.2,No
CUST000352,Male,0,No,Yes,20,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.49,1725.76,Yes
CUST000353,Male,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,97.52,1363.29,Yes
CUST000354,Female,1,No,No,17,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,61.98,985.22,Yes
CUST000355,Female,0,No,Yes,15,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),73.52,1118.68,No
CUST000356,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),82.84,1873.85,Yes
